datetime,temp,humidity,windspeed,sealevelpressure,cloudcover,humidity_roll1h,cloudcover_roll1h,rain_next_1h,precip,windspeed_kph,precip_mm_per_hour,wind_baseline,cloud_baseline,precip_baseline
2015-09-20 20:15:00,77.6,91.43,2.2,1008.6,100.0,95.715,100.0,1,1.102,3.5405480000000003,6.9977,Light Winds,Overcast,Heavy Rains
2015-09-22 14:15:00,90.8,61.01,2.2,1005.8,90.0,63.12875,89.175,1,0.591,3.5405480000000003,3.7528499999999996,Light Winds,Overcast,Heavy Rains
2015-09-22 20:15:00,84.8,76.8,2.2,1009.8,90.0,79.3575,89.175,1,0.315,3.5405480000000003,2.00025,Light Winds,Overcast,Heavy Rains
2015-09-22 23:15:00,76.4,92.5,3.6,1010.9,100.0,95.27125,100.0,1,1.378,5.793624,8.7503,Light Winds,Overcast,Heavy Rains
2015-09-23 8:15:00,80.7,86.22,2.2,1005.8,60.0,87.23625,53.025,0,2.047,3.5405480000000003,12.99845,Light Winds,Partly Cloudy,Heavy Rains
2015-09-25 5:15:00,80.3,86.22,4.0,1005.0,80.0,91.305,94.325,0,0.984,6.43736,6.248399999999999,Light Winds,Mostly Cloudy,Heavy Rains
2015-09-26 2:15:00,80.3,88.83,2.2,1004.6,80.0,88.8225,86.9,1,1.26,3.5405480000000003,8.001,Light Winds,Mostly Cloudy,Heavy Rains
2015-09-26 20:15:00,82.1,81.3,2.2,1006.7,100.0,78.79875,91.675,0,1.299,3.5405480000000003,8.24865,Light Winds,Overcast,Heavy Rains
2015-09-27 20:15:00,82.1,80.34,4.5,1005.8,100.0,81.705,91.9,1,0.315,7.24203,2.00025,Light Winds,Overcast,Heavy Rains
2015-09-27 23:15:00,79.4,93.13,2.2,1007.0,100.0,95.665,100.0,1,0.944,3.5405480000000003,5.9944,Light Winds,Overcast,Heavy Rains
2015-09-30 17:15:00,78.5,90.35,4.5,1011.0,90.0,78.695,89.175,1,0.983,7.24203,6.24205,Light Winds,Overcast,Heavy Rains
2015-10-02 5:15:00,76.2,95.89,6.7,1008.1,100.0,95.89,100.0,1,0.905,10.782578,5.74675,Light Winds,Overcast,Heavy Rains
2015-10-02 8:15:00,77.3,94.2,4.5,1010.5,100.0,94.62,100.0,1,0.386,7.24203,2.4511,Light Winds,Overcast,Heavy Rains
2015-10-04 14:15:00,77.6,91.43,4.5,1014.5,100.0,94.265,99.85,1,1.377,7.24203,8.74395,Light Winds,Overcast,Heavy Rains
2015-10-04 20:15:00,77.3,95.33,3.1,1015.1,50.0,96.95375,79.175,1,0.315,4.9889540000000006,2.00025,Light Winds,Partly Cloudy,Heavy Rains
2015-10-07 14:15:00,85.4,81.51,4.5,1009.3,90.0,78.86625,89.175,1,0.394,7.24203,2.5019,Light Winds,Overcast,Heavy Rains
2015-10-08 23:15:00,79.1,87.18,4.5,1011.4,90.0,87.75375,60.525,1,0.315,7.24203,2.00025,Light Winds,Overcast,Heavy Rains
2015-10-09 14:15:00,91.5,50.97,2.2,1008.9,99.9,52.7625,63.0,1,6.823,3.5405480000000003,43.32605,Light Winds,Overcast,Heavy Rains
2015-10-18 11:15:00,80.0,88.28,17.9,997.9,100.0,88.28,100.0,1,0.551,28.807185999999998,3.49885,Moderate Winds,Overcast,Heavy Rains
2015-10-19 2:15:00,80.0,89.89,11.2,1002.0,100.0,90.085,100.0,1,0.574,18.024607999999997,3.6448999999999994,Light Winds,Overcast,Heavy Rains
2015-10-19 23:15:00,80.3,86.21,4.5,1004.9,90.0,89.2325,97.5,1,0.433,7.24203,2.7495499999999997,Light Winds,Overcast,Heavy Rains
2015-11-02 20:15:00,79.1,85.62,4.5,1013.1,60.0,79.83,53.025,1,0.433,7.24203,2.7495499999999997,Light Winds,Partly Cloudy,Heavy Rains
2015-11-07 14:15:00,91.1,55.79,4.5,1011.0,80.0,57.0575,86.675,1,0.521,7.24203,3.30835,Light Winds,Mostly Cloudy,Heavy Rains
2015-11-26 17:15:00,80.9,78.31,2.2,1010.3,60.0,70.8625,52.5,1,0.315,3.5405480000000003,2.00025,Light Winds,Partly Cloudy,Heavy Rains
2015-12-14 17:15:00,79.4,90.4,4.5,1007.8,100.0,86.96875,100.0,1,0.315,7.24203,2.00025,Light Winds,Overcast,Heavy Rains
2015-12-16 2:15:00,76.4,93.61,4.5,1004.9,100.0,95.515,100.0,1,4.212,7.24203,26.746199999999998,Light Winds,Overcast,Heavy Rains
2015-12-16 8:15:00,78.0,93.1,2.2,1005.7,100.0,95.0875,100.0,1,1.583,3.5405480000000003,10.05205,Light Winds,Overcast,Heavy Rains
2015-12-16 14:15:00,79.1,92.57,6.7,1004.0,100.0,95.2625,100.0,1,0.472,10.782578,2.9972,Light Winds,Overcast,Heavy Rains
2015-12-16 16:15:00,80.0,86.19,2.2,1004.4,100.0,87.675,100.0,1,0.709,3.5405480000000003,4.502149999999999,Light Winds,Overcast,Heavy Rains
2015-12-16 23:15:00,71.9,97.0,6.7,1008.6,100.0,97.93,99.55,1,0.629,10.782578,3.99415,Light Winds,Overcast,Heavy Rains
2015-12-17 8:15:00,74.9,90.23,2.2,1011.0,100.0,93.8525,100.0,0,1.22,3.5405480000000003,7.746999999999999,Light Winds,Overcast,Heavy Rains
2015-12-19 8:15:00,74.0,94.13,2.2,1014.2,100.0,96.245,100.0,1,0.906,3.5405480000000003,5.7531,Light Winds,Overcast,Heavy Rains
2016-02-06 5:15:00,77.1,86.58,8.9,1009.8,100.0,89.41125,100.0,1,0.945,14.323126,6.000749999999999,Light Winds,Overcast,Heavy Rains
2016-02-06 8:15:00,78.2,82.04,8.9,1011.7,100.0,88.6475,100.0,0,0.806,14.323126,5.1181,Light Winds,Overcast,Heavy Rains
2016-02-07 8:15:00,74.9,80.8,2.2,1014.5,90.0,85.80625,89.175,0,0.709,3.5405480000000003,4.502149999999999,Light Winds,Overcast,Heavy Rains
2016-04-01 17:15:00,82.1,83.74,7.0,1011.0,90.0,74.5825,89.175,1,0.63,11.26538,4.0005,Light Winds,Overcast,Heavy Rains
2016-04-28 5:15:00,79.1,92.57,2.2,1008.9,30.0,95.19125,82.2,1,0.482,3.5405480000000003,3.0606999999999998,Light Winds,Partly Cloudy,Heavy Rains
2016-04-29 11:15:00,91.7,52.57,2.2,1010.7,99.9,57.87625,47.25,1,0.315,3.5405480000000003,2.00025,Light Winds,Overcast,Heavy Rains
2016-04-29 17:15:00,83.9,82.87,2.2,1008.8,100.0,74.09125,63.175,1,0.472,3.5405480000000003,2.9972,Light Winds,Overcast,Heavy Rains
2016-04-30 2:15:00,80.0,90.96,4.5,1009.8,100.0,88.37625,91.75,1,0.433,7.24203,2.7495499999999997,Light Winds,Overcast,Heavy Rains
2016-05-12 20:15:00,84.5,66.02,2.2,1008.7,50.1,63.4175,79.2,1,0.669,3.5405480000000003,4.24815,Light Winds,Partly Cloudy,Heavy Rains
2016-05-17 5:15:00,80.0,86.21,7.6,1008.7,80.0,87.2975,86.675,1,0.296,12.230984,1.8795999999999997,Light Winds,Mostly Cloudy,Heavy Rains
2016-05-17 20:15:00,85.4,73.26,4.5,1009.1,90.0,73.77375,97.2,1,0.591,7.24203,3.7528499999999996,Light Winds,Overcast,Heavy Rains
2016-05-18 17:15:00,83.6,78.54,2.2,1007.8,100.0,74.11875,91.675,1,0.59,3.5405480000000003,3.7464999999999997,Light Winds,Overcast,Heavy Rains
2016-05-18 20:15:00,78.2,93.65,4.5,1010.9,100.0,89.99375,91.9,1,0.354,7.24203,2.2478999999999996,Light Winds,Overcast,Heavy Rains
2016-05-22 23:15:00,83.9,79.04,4.5,1011.4,90.0,75.78125,89.175,1,0.433,7.24203,2.7495499999999997,Light Winds,Overcast,Heavy Rains
2016-05-23 20:15:00,86.3,70.34,2.2,1010.0,40.1,73.6925,76.925,1,0.63,3.5405480000000003,4.0005,Light Winds,Partly Cloudy,Heavy Rains
2016-05-23 23:15:00,80.9,87.28,4.5,1011.2,100.0,89.93125,99.85,1,0.748,7.24203,4.7498,Light Winds,Overcast,Heavy Rains
2016-05-24 23:15:00,85.4,77.76,2.2,1010.3,60.0,78.36375,81.675,0,0.866,3.5405480000000003,5.499099999999999,Light Winds,Partly Cloudy,Heavy Rains
2016-05-25 14:15:00,89.7,61.27,4.5,1007.9,100.0,60.265,100.0,1,0.374,7.24203,2.3749,Light Winds,Overcast,Heavy Rains
2016-05-25 20:15:00,79.4,89.87,2.2,1010.8,100.0,93.6275,99.85,1,0.551,3.5405480000000003,3.49885,Light Winds,Overcast,Heavy Rains
2016-05-26 17:15:00,89.9,63.52,4.5,1008.1,80.0,62.00125,86.675,1,0.315,7.24203,2.00025,Light Winds,Mostly Cloudy,Heavy Rains
2016-05-27 17:15:00,90.2,56.69,4.5,1009.4,80.0,60.29,86.675,0,1.142,7.24203,7.251699999999999,Light Winds,Mostly Cloudy,Heavy Rains
2016-05-29 17:15:00,82.1,78.92,4.5,1008.9,80.0,86.61875,86.9,1,0.315,7.24203,2.00025,Light Winds,Mostly Cloudy,Heavy Rains
2016-05-30 8:15:00,82.5,81.82,2.2,1010.8,80.0,86.46625,58.025,1,0.512,3.5405480000000003,3.2512,Light Winds,Mostly Cloudy,Heavy Rains
2016-05-31 14:15:00,80.9,88.82,4.5,1009.7,100.0,82.035,62.5,1,1.102,7.24203,6.9977,Light Winds,Overcast,Heavy Rains
2016-06-02 20:15:00,79.4,87.22,4.5,1010.7,100.0,87.88375,100.0,1,0.315,7.24203,2.00025,Light Winds,Overcast,Heavy Rains
2016-06-05 20:15:00,80.9,88.84,2.2,1011.3,100.0,85.28875,75.325,1,0.551,3.5405480000000003,3.49885,Light Winds,Overcast,Heavy Rains
2016-06-06 23:15:00,77.6,91.43,2.2,1012.7,100.0,93.01625,99.85,1,0.473,3.5405480000000003,3.0035499999999997,Light Winds,Overcast,Heavy Rains
2016-06-07 2:15:00,77.1,91.96,2.2,1010.8,80.0,94.8925,94.85,1,0.568,3.5405480000000003,3.6067999999999993,Light Winds,Mostly Cloudy,Heavy Rains
